APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
0,1,F,1,Y,1,0,N,0,0,1,0,0,36,920,0,1,0,1,0,70,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,3,1380,0,0,0,0,0,40,0
Web,1,M,5,Y,1,1,N,9,2,2,0,0,12,400,0,0,0,0,0,23,0
0,1,F,1,Y,1,1,Y,9,2,1,0,1,11,650,0,1,0,1,0,28,0
Web,1,F,5,Y,1,1,N,9,1,1,0,0,15,604.2,350.95,0,0,0,0,72,0
0,1,F,1,Y,1,0,N,9,5,1,0,0,29,760,0,1,0,1,0,49,0
Web,1,M,1,Y,,1,N,2,4,1,0,0,10,350,0,0,0,0,0,30,1
Web,1,F,2,Y,1,1,N,,,1,0,0,5,638,0,0,0,0,0,40,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,20,792,0,0,0,0,0,36,0
Web,1,M,2,N,1,1,N,9,1,1,0,0,8,407,0,0,0,0,0,49,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,11,466.46,0,0,0,0,0,33,0
Web,1,F,1,Y,1,1,N,,5,1,0,0,18,350,0,0,0,0,0,53,0
0,1,M,6,Y,1,0,N,11,2,1,0,0,8,2119,0,1,0,1,0,38,1
Web,1,F,2,Y,5,1,N,9,5,1,0,0,3,266,0,0,0,0,0,23,0
0,1,F,0,Y,2,1,N,11,4,1,0,0,0,299,0,1,0,1,0,63,0
Web,1,F,2,Y,1,1,Y,9,2,2,0,0,10,3823,0,0,0,0,0,49,0
0,1,F,2,N,1,0,Y,9,2,1,0,4,1,363,0,1,30000,1,0,31,0
0,1,F,1,Y,1,1,Y,9,2,2,0,3,2,350,0,1,0,1,0,30,0
Web,1,M,2,Y,1,1,Y,9,5,1,0,0,1,502,0,0,0,0,0,32,0
0,1,F,1,Y,1,1,Y,11,2,1,0,0,0,1032,0,0,0,1,0,44,0
Web,1,F,1,Y,0,1,Y,9,5,1,0,1,5,1050,0,1,35000,0,0,32,0
Web,1,M,2,Y,1,1,N,13,2,2,0,0,52,576.4,0,0,0,0,0,55,0
Web,1,F,4,N,1,1,N,9,4,1,0,0,44,336,0,0,0,0,0,74,0
Web,1,F,2,Y,1,1,N,,,1,0,2,6,350,0,0,0,0,0,35,0
0,1,F,1,Y,1,1,N,0,0,1,0,0,8,756,0,1,0,1,0,33,0
Web,1,F,1,Y,2,1,Y,9,2,1,0,0,1,624.56,0,0,0,0,0,21,1
Web,1,F,5,Y,1,1,N,9,,1,0,0,1,900,0,0,0,0,0,25,1
Web,1,M,4,Y,1,1,N,9,1,1,0,0,30,662.44,0,0,0,0,0,87,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,2,740,0,0,0,0,0,33,1
Web,1,F,4,Y,1,1,N,,,1,0,4,9,380,200,0,0,0,0,59,0
Web,1,F,1,Y,1,1,N,,,2,0,2,6,350,0,0,0,0,0,28,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,1,395,0,1,0,1,0,20,0
0,1,M,2,Y,2,1,N,,1,1,0,0,1,300,0,0,0,0,0,20,1
0,1,F,2,Y,1,0,N,0,4,1,0,3,0,400,0,1,0,1,0,41,1
0,1,F,1,Y,1,0,Y,9,5,1,0,0,8,405,0,1,0,1,0,20,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,3150,0,0,0,0,0,36,0
0,1,F,2,N,1,1,Y,0,2,1,0,1,17,500,700,1,0,1,0,40,0
0,1,M,1,Y,1,1,N,9,2,1,0,0,15,46245,0,0,0,0,0,35,0
0,1,F,1,Y,1,1,N,9,1,1,0,0,6,260,0,1,0,1,0,74,0
0,1,F,2,Y,1,1,N,9,5,1,0,0,12,2000,2000,1,0,1,0,40,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,7,1400,0,0,0,0,0,48,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,4,1,480,0,0,50,0,0,41,1
Web,1,F,4,Y,1,1,N,9,1,2,0,0,40,380,350,0,86000,0,0,68,0
0,1,F,5,Y,1,1,Y,9,2,2,0,1,0,2029,0,1,0,1,0,58,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,2,1962.23,0,0,0,0,0,51,0
0,1,F,1,Y,1,1,N,0,4,1,0,2,30,350,0,1,0,1,0,44,1
Web,1,M,2,Y,2,1,N,9,2,1,0,3,21,762,0,0,0,0,0,34,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,2,361,0,0,0,0,0,29,0
0,1,F,1,Y,1,0,N,9,2,1,0,5,4,493,0,1,0,1,0,48,0
Web,1,M,2,Y,1,1,N,2,4,1,0,4,15,800,0,0,0,0,0,38,0
0,1,F,2,Y,1,0,N,0,0,7,0,0,8,2000,0,1,0,1,0,42,0
Web,1,F,2,Y,1,1,N,9,,1,0,0,10,2000,0,0,0,0,0,37,0
0,1,F,4,Y,1,1,N,9,1,1,0,0,28,740,0,0,0,0,0,54,0
Web,1,F,5,Y,1,1,N,2,4,1,0,0,10,280,0,0,0,0,0,34,1
Web,1,F,2,Y,5,1,N,9,2,1,0,0,10,500,0,0,0,0,0,33,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,2,15,443.45,0,0,0,0,0,43,1
0,1,M,2,N,1,1,N,9,2,1,0,0,8,525,0,1,40000,1,0,56,0
0,1,M,2,Y,1,1,Y,9,2,1,0,2,5,600,500,1,0,1,0,42,0
Web,1,F,2,N,1,1,N,2,4,1,0,2,10,380,0,0,0,0,0,29,1
Web,1,F,2,Y,2,1,N,9,4,1,0,0,4,380,0,0,0,0,0,61,0
0,1,M,2,Y,1,0,N,2,1,1,0,1,11,351,800,1,0,1,0,66,1
0,1,F,2,Y,5,0,Y,9,2,1,0,3,5,1624,0,1,0,1,0,42,0
Web,1,M,2,Y,1,1,N,,,1,0,0,5,432,0,0,0,0,0,36,1
Web,1,F,2,N,1,1,N,9,1,1,0,0,10,764,0,0,0,0,0,59,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,2,350,0,0,0,0,0,41,0
Web,1,M,2,Y,1,1,N,,,1,0,0,10,1030,0,0,0,0,0,42,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,0,1448,0,0,0,0,0,45,0
0,1,F,5,Y,1,1,N,2,4,1,0,1,8,1400,0,1,0,1,0,36,0
Web,1,F,1,Y,1,1,N,9,2,1,0,0,12,415,0,0,0,0,0,19,1
0,1,F,2,Y,1,1,N,0,0,1,0,0,20,584,900,1,0,1,0,67,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,9,395,0,0,28000,0,0,32,0
0,1,F,4,N,1,0,N,9,1,1,0,0,68,350,0,1,0,1,0,78,0
Web,1,F,1,N,1,1,Y,9,2,1,0,0,20,446,0,0,0,0,0,43,0
Web,1,M,1,Y,1,1,N,9,2,2,0,0,10,531,0,0,0,0,0,44,1
0,1,F,4,Y,1,0,N,0,0,1,0,2,23,350,0,1,0,1,0,65,0
Web,1,F,1,N,1,1,N,11,,1,0,0,10,740,0,0,0,0,0,50,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,10,1786,469,0,0,0,0,36,0
0,1,F,1,Y,2,1,N,11,2,2,0,1,0,421,0,1,0,1,0,32,1
Web,1,F,1,Y,1,1,N,9,4,1,0,3,3,450,0,0,0,0,0,40,0
Web,1,F,2,N,1,1,N,9,4,1,0,0,10,234.75,0,0,28000,0,0,46,1
Web,1,F,1,Y,1,1,N,,,1,0,0,5,351,0,0,0,0,0,57,0
Web,1,F,2,Y,1,1,Y,7,2,1,0,0,20,900,0,1,0,0,0,33,1
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,16,523,0,0,0,0,0,55,0
Paper,1,F,4,Y,1,1,Y,9,1,1,0,1,1,246,0,0,0,0,0,58,0
Web,1,M,2,Y,1,1,N,9,1,1,0,3,6,914,0,0,0,0,0,50,0
0,1,F,2,Y,1,1,N,9,2,1,0,1,8,350,0,1,0,1,0,37,0
Web,1,F,4,Y,1,1,N,,1,1,0,0,20,248,0,0,0,0,0,63,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,10,350,0,0,0,0,0,71,0
Web,1,M,2,Y,1,1,N,9,4,1,0,2,1,400,0,0,0,0,0,52,0
Web,1,M,1,Y,1,1,N,9,2,1,0,4,13,481,120,0,0,0,0,32,0
0,1,M,2,Y,1,1,Y,,,1,0,2,10,930,0,0,0,0,0,49,1
0,1,F,2,Y,1,1,Y,9,4,1,0,3,4,1783,0,1,0,0,0,34,0
0,1,F,2,Y,2,0,N,9,5,1,0,0,3,350,0,1,0,1,0,26,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,1,530,0,1,0,1,0,21,0
Web,1,M,2,Y,,1,N,,,2,0,0,10,1000,0,0,0,0,0,41,0
Web,1,F,2,Y,1,1,N,9,2,1,0,2,36,500,0,0,0,0,0,35,0
0,1,M,2,N,1,0,N,9,2,1,0,2,15,749,0,1,0,1,0,44,1
0,1,F,2,Y,1,1,Y,9,5,1,0,0,22,1023,0,1,0,1,0,57,1
Web,1,F,2,N,1,1,N,11,,1,0,0,12,400,0,0,0,0,0,43,1
Paper,1,F,2,Y,1,1,N,11,1,1,0,2,1,350,0,0,0,0,0,63,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,15,1200,0,0,0,0,0,46,1
0,1,F,1,Y,1,0,N,9,5,1,0,0,1,350,0,1,0,1,0,20,0
Paper,1,F,5,N,1,1,N,9,2,1,0,0,1,700,0,0,0,0,0,29,0
Web,1,M,2,Y,1,1,Y,9,5,1,0,1,30,1500,0,0,0,0,0,53,0
Web,1,F,2,Y,1,1,N,9,5,1,0,2,20,720,0,0,0,0,0,37,0
0,1,M,2,Y,1,0,N,9,4,1,0,2,15,450,0,1,0,1,0,39,1
Web,1,F,1,N,1,1,Y,9,2,1,0,0,8,439,0,0,0,0,0,21,1
Web,1,F,2,N,5,1,Y,9,2,1,0,0,2,432,0,0,0,0,0,25,0
Web,1,M,2,Y,5,1,Y,12,,1,0,2,4,705,150,0,0,0,0,38,1
0,1,M,2,N,5,1,Y,9,2,2,0,0,1,524,0,1,0,1,0,35,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,3,610,0,0,0,0,0,30,0
0,1,F,5,N,1,0,N,9,1,1,0,0,1,580,450,1,0,1,0,62,0
0,1,M,2,Y,1,0,N,9,2,1,0,0,21,1505,0,1,0,1,0,72,1
Web,1,F,2,Y,1,1,N,9,2,2,0,0,10,465,0,0,25000,0,0,59,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,1,10,450,0,0,0,0,0,20,0
Web,1,M,1,Y,1,1,N,,,1,0,0,15,371.4,0,0,0,0,0,58,0
0,1,M,1,Y,1,1,Y,9,2,1,0,0,2,1401,0,1,0,1,0,27,0
Web,1,M,2,Y,1,1,N,,,1,0,0,20,1282.73,0,0,0,0,0,57,0
0,1,F,1,Y,0,1,N,0,0,1,0,0,0,534,0,1,0,1,0,32,1
0,1,M,2,Y,1,0,Y,9,2,1,0,0,12,350,0,1,0,1,0,68,0
Web,1,F,2,Y,1,1,N,9,2,1,0,2,8,540,0,0,0,0,0,35,0
Web,1,F,1,Y,1,1,N,,,1,0,3,10,450,0,0,0,0,0,38,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,5,520,0,0,0,0,0,30,0
0,1,F,1,Y,1,1,N,11,4,1,0,0,0,220,0,1,0,1,0,32,0
0,1,F,2,Y,1,0,N,9,4,1,0,1,0,450,0,1,0,1,0,47,0
0,1,M,3,Y,1,1,N,9,4,1,0,2,2,1500,0,1,0,1,0,34,1
0,1,F,4,Y,1,0,N,9,5,1,0,1,15,434,0,1,0,1,0,43,1
Web,1,M,2,Y,1,1,N,9,2,1,0,0,10,740,0,0,0,0,0,43,0
Web,1,F,1,Y,1,1,N,9,4,2,0,0,24,500,0,0,0,0,0,24,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,5,450,0,0,0,0,0,31,0
0,1,F,6,Y,1,1,N,9,4,2,0,1,5,350,0,1,0,1,0,20,1
0,1,M,2,Y,1,1,N,11,4,1,0,0,1,360,0,0,0,0,0,27,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,10,600,0,0,0,0,0,39,0
0,1,F,1,Y,1,1,N,,,1,0,2,2,400,0,1,0,0,0,33,0
Web,1,F,2,Y,2,1,N,9,5,1,0,0,15,300,0,0,0,0,0,45,0
0,1,F,4,N,1,1,N,9,1,2,0,1,28,673,0,1,0,1,0,45,1
Web,1,F,4,N,1,1,N,9,5,1,0,0,40,534,750,0,50000,0,0,60,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,18,200,0,0,0,0,0,20,0
0,1,M,1,Y,1,1,N,9,2,7,0,0,2,2952,0,0,0,0,0,46,0
0,1,F,2,Y,1,1,N,,1,1,0,1,25,427,0,1,0,0,0,64,0
0,1,M,2,Y,1,1,Y,9,2,1,0,0,10,450,0,1,0,1,0,19,1
Web,1,F,2,Y,1,1,N,9,4,1,0,0,3,500,0,0,0,0,0,44,1
Web,1,F,2,Y,1,1,Y,9,2,1,0,2,21,407,0,0,0,0,0,25,1
Web,1,M,1,Y,1,1,Y,12,2,1,0,0,19,1265.77,0,0,0,0,0,25,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,71,500,350,0,0,0,0,71,0
Web,1,M,1,N,,1,N,11,,1,0,0,10,1249.67,0,0,0,0,0,51,1
Web,1,F,1,Y,1,1,N,,,1,0,0,20,578.76,0,0,0,0,0,75,1
Web,1,M,2,Y,1,1,N,9,2,1,0,0,10,759.13,0,0,0,0,0,27,1
Web,1,M,2,Y,1,1,Y,9,5,1,0,3,15,542,0,0,0,0,0,43,0
Web,1,F,2,Y,1,1,Y,9,5,2,0,0,10,465,0,0,0,0,0,37,0
0,1,M,2,Y,1,0,N,9,2,2,0,2,35,899,0,1,0,1,0,38,0
0,1,N,0,Y,1,1,Y,11,5,1,0,0,2,518,0,1,0,1,0,40,0
Web,1,F,6,Y,1,1,N,,,1,0,0,5,1000,0,0,0,0,0,34,1
Web,1,M,2,Y,1,1,N,9,2,1,0,1,5,959.17,0,0,0,0,0,28,0
0,1,F,1,Y,5,1,Y,11,5,2,0,0,13,1000,0,0,0,0,0,21,1
0,1,F,1,Y,1,1,N,2,4,1,0,0,20,450,0,1,0,0,0,27,1
0,1,F,1,Y,1,1,Y,9,2,1,0,1,3,370,0,0,0,1,0,19,0
Web,1,F,2,Y,1,1,N,9,2,1,0,2,9,460,1500,0,0,0,0,31,0
Web,1,M,6,Y,1,1,N,,2,1,0,0,20,455,0,0,0,0,0,20,0
0,1,M,1,Y,1,1,N,,,1,0,0,1,868,0,1,0,0,0,29,0
Web,1,F,4,N,1,1,N,9,1,2,0,2,1,350,0,0,0,0,0,67,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,18,1000,0,0,0,0,0,25,1
0,1,F,6,Y,1,0,N,9,5,2,0,0,10,1340,0,1,0,1,0,24,1
Web,1,F,2,Y,,1,N,9,2,1,0,2,8,1000,1631,0,0,0,0,28,1
Web,1,F,2,Y,1,1,Y,9,2,1,0,2,2,350,0,0,0,0,0,44,0
0,1,M,2,Y,1,0,N,9,2,1,0,3,0,1200,0,1,100000,1,0,46,0
Web,1,F,6,Y,1,1,N,13,4,1,0,1,18,600,0,0,0,0,0,55,0
Web,1,F,6,Y,1,1,N,,,1,0,0,5,351,0,0,0,0,0,69,0
Web,1,F,2,N,2,1,N,9,1,1,0,0,2,763,0,0,0,0,0,58,0
Web,1,M,2,Y,1,1,N,,,1,0,0,16,345,0,0,0,0,0,42,0
Web,1,M,2,N,1,1,N,9,1,1,0,0,2,553.07,0,0,0,0,0,77,0
0,1,F,2,Y,1,1,Y,9,2,2,0,3,0,506,0,1,0,1,0,37,0
Web,1,F,1,Y,1,1,N,,,1,0,2,13,350,0,0,0,0,0,32,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,13,800,0,0,0,0,0,48,0
Web,1,F,2,Y,2,1,N,9,4,1,0,1,3,420,0,0,0,0,0,40,0
Web,1,F,1,Y,1,1,N,,,1,0,0,10,708,0,0,0,0,0,27,0
Web,1,M,2,N,1,1,Y,9,2,1,0,0,10,382,0,0,0,0,0,36,0
Web,1,M,2,Y,1,1,N,9,1,1,0,3,15,457,400,0,50000,0,0,66,0
0,1,F,1,Y,1,1,Y,9,2,1,0,0,0,505,0,1,0,1,0,43,0
Web,1,M,2,Y,1,1,N,2,,1,0,0,1,240,0,0,0,0,0,30,0
0,1,M,2,Y,1,0,N,9,1,1,0,0,49,980,0,1,70000,1,0,69,0
Web,1,M,2,Y,2,1,N,,,1,0,0,3,971,0,0,0,0,0,65,0
Web,1,F,2,Y,1,1,N,,1,1,0,0,16,381,0,0,0,0,0,69,0
0,1,F,1,Y,1,0,N,0,5,1,0,0,30,200,0,1,0,1,0,36,0
0,1,F,4,N,1,1,Y,9,5,1,0,0,5,496,0,1,0,1,0,44,0
Web,1,M,2,Y,1,1,N,,,2,0,2,6,367.88,0,0,0,0,0,36,0
Web,1,F,1,Y,1,1,N,11,2,1,0,2,10,1576,0,0,0,0,0,41,0
Web,1,F,5,Y,2,1,Y,9,5,1,0,0,0,1463,0,0,0,0,0,48,0
0,1,M,2,Y,1,1,Y,,,1,0,1,16,608,0,1,0,0,0,35,0
Web,1,F,6,Y,1,1,Y,9,2,1,0,3,2,650,700,0,55000,1,0,36,0
0,1,M,2,Y,1,0,N,9,2,2,0,0,7,680,0,1,0,1,0,43,0
0,1,F,2,Y,1,0,N,9,2,1,0,1,1,380,0,1,0,1,0,39,0
Web,1,F,5,Y,1,1,N,9,3,1,0,0,14,388,0,0,0,0,0,45,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,13,407,0,0,0,0,0,40,1
Web,1,F,2,Y,2,1,N,2,4,2,0,1,1,1200,0,0,0,0,0,19,1
0,1,F,4,Y,1,0,N,9,2,1,0,1,7,715,0,0,0,1,0,40,1
0,1,M,2,Y,1,1,N,9,2,2,0,0,5,900,0,1,0,1,0,36,1
0,1,M,2,N,1,1,Y,11,2,1,0,3,9,1032,0,1,0,1,0,33,0
0,1,F,2,N,1,0,N,9,1,1,0,0,6,350,0,1,0,1,0,66,0
Paper,1,F,2,Y,1,1,N,9,2,1,0,1,1,389,0,0,0,0,0,36,0
0,1,F,2,Y,1,0,N,9,1,1,0,0,19,350,0,1,0,1,0,66,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,30,380,800,0,3500,0,0,64,0
Web,1,F,6,Y,5,1,N,9,5,1,0,1,4,550,0,0,0,0,0,42,0
0,1,M,2,Y,1,1,N,9,2,1,0,0,20,616,0,0,0,0,0,37,0
Web,1,F,1,Y,1,1,Y,9,5,7,0,0,28,453,0,0,0,0,0,27,0
0,1,F,4,Y,1,0,N,9,1,1,0,0,37,350,1190,1,0,1,0,65,0
Web,1,M,1,Y,,1,N,,1,1,0,0,10,381,0,0,0,0,0,66,0
0,1,F,2,Y,1,0,N,9,4,1,0,0,22,200,0,1,0,1,0,51,1
0,1,F,4,N,1,0,N,0,1,1,0,0,1,351,0,1,0,1,0,75,0
Web,1,F,2,N,5,1,N,9,1,1,0,1,30,305,0,0,0,0,0,66,0
Web,1,F,2,Y,1,1,N,9,4,1,0,3,5,2800,0,0,0,0,0,32,0
Web,1,F,1,Y,1,1,Y,12,2,1,0,0,5,350,0,0,0,0,0,18,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,7,720,0,0,0,0,0,23,1
Web,1,F,2,Y,1,1,N,,,1,0,0,1,380,0,0,0,0,0,35,0
0,1,F,4,N,1,0,N,0,0,7,0,0,39,350,0,1,0,1,0,62,0
Web,1,F,1,Y,1,1,N,9,4,2,0,2,1,465,0,0,0,0,0,42,0
Web,1,M,6,Y,1,1,N,9,5,1,0,0,10,350,0,0,0,0,0,59,0
Web,1,F,1,Y,2,1,N,9,2,1,0,1,1,693,0,0,0,0,0,35,1
Web,1,F,1,Y,2,1,Y,9,2,1,0,0,1,1300,0,0,0,0,0,28,0
0,1,M,5,N,1,1,Y,12,2,1,0,0,3,1281,0,1,0,1,0,49,0
0,1,F,0,N,1,1,Y,9,2,1,0,0,0,533,0,1,0,1,0,24,1
Web,1,F,1,Y,1,1,N,2,5,1,0,0,2,600,0,0,0,0,0,21,1
0,1,F,2,Y,1,0,N,0,4,2,0,3,0,1500,0,1,0,1,0,41,0
Web,1,M,2,N,1,1,Y,9,5,2,0,0,10,1166.22,0,0,0,0,0,32,0
Paper,1,F,4,Y,1,1,N,11,5,1,0,0,1,334.27,0,0,0,0,0,71,0
Web,1,M,2,N,1,1,Y,9,2,1,0,0,10,420,0,0,0,0,0,40,0
0,1,M,2,Y,1,0,Y,12,2,1,0,0,5,1346,0,1,0,1,0,58,0
Web,1,M,5,N,1,1,N,11,1,1,0,0,7,838,0,1,0,0,0,56,0
Web,1,M,2,Y,1,1,N,9,1,1,0,3,50,362,3000,0,0,0,0,70,0
Web,1,M,4,Y,1,1,N,9,1,2,0,0,2,296,0,0,0,0,0,75,1
0,1,M,2,Y,1,1,Y,11,2,1,0,0,0,585,0,1,0,1,0,44,1
Web,1,F,2,Y,1,1,N,9,,1,0,0,20,3526,0,0,0,0,0,52,0
0,1,F,2,Y,1,1,N,11,2,1,0,0,0,471,0,1,0,1,0,40,0
Web,1,F,4,Y,1,1,N,,1,1,0,0,40,517.51,0,0,0,0,0,70,1
0,1,F,2,Y,1,1,N,0,0,1,0,0,25,450,0,1,0,1,0,54,0
Web,1,M,2,Y,1,1,N,9,4,1,0,0,8,500,0,0,0,0,0,34,0
0,1,F,2,Y,1,0,N,9,5,1,0,0,10,300,0,1,0,1,0,47,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,2,12,1367,0,0,0,0,0,41,0
0,1,F,2,Y,2,0,Y,9,2,1,0,0,1,720,300,1,0,1,0,33,0
Web,1,M,2,Y,1,1,N,9,1,7,0,0,28,711,0,1,0,0,0,62,0
Web,1,M,2,N,1,1,N,9,1,1,0,0,10,380,0,0,0,0,0,49,0
Web,1,F,1,Y,2,1,N,9,4,1,0,0,2,600,0,0,20000,0,0,31,0
0,1,M,2,Y,1,1,N,0,2,1,0,0,8,979,660,1,0,1,0,39,1
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,20,493.12,0,0,0,0,0,31,0
Web,1,M,2,Y,2,1,Y,,,1,0,0,2,1026,0,0,0,0,0,35,0
0,1,M,2,Y,5,0,Y,12,5,1,0,2,4,1417,0,1,0,1,0,30,0
Web,1,M,2,N,1,1,N,9,2,1,0,1,10,837,0,0,0,0,0,27,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,5,380,0,0,0,0,0,51,0
Web,1,F,5,Y,1,1,Y,9,2,1,0,2,5,741,0,0,0,0,0,34,0
0,1,F,1,N,1,1,N,,,1,0,0,35,350,0,0,0,0,0,38,0
Web,1,F,2,Y,,1,N,,,1,0,0,10,365,300,0,0,0,0,35,1
0,1,M,1,Y,1,1,Y,,,1,0,0,4,443,0,1,0,0,0,46,1
0,1,F,2,N,1,1,N,9,5,1,0,0,15,480,0,1,0,1,0,46,1
Web,1,M,2,N,1,1,N,,,1,0,0,10,381,0,0,0,0,0,72,0
0,1,F,1,Y,1,0,N,9,2,1,0,0,12,900,0,1,0,1,0,51,0
Web,1,F,2,Y,1,1,N,9,5,1,0,2,1,1589.42,0,0,0,0,0,50,0
0,1,F,1,Y,1,0,Y,9,2,2,0,2,3,350,0,1,0,1,0,31,0
0,1,F,2,N,0,1,N,0,0,2,0,0,0,2000,0,1,0,1,0,29,1
Web,1,F,1,Y,1,1,N,,,1,0,1,10,850,0,0,0,0,0,34,1
Web,1,F,1,Y,1,1,N,,,2,0,0,16,540,0,0,0,0,0,43,0
Paper,1,F,1,Y,2,1,Y,11,2,1,0,0,1,700,0,1,0,0,0,35,0
0,1,M,1,N,2,0,N,2,5,1,0,0,2,550,0,1,0,1,0,75,1
0,1,F,1,Y,1,0,N,9,5,1,0,2,6,370,0,1,0,1,0,45,0
0,1,F,1,Y,1,1,Y,9,2,1,0,1,1,216,0,1,0,1,0,18,0
0,1,M,2,Y,2,1,N,,,2,0,7,0,800,0,1,0,0,0,58,1
Web,1,F,2,Y,1,1,N,9,2,1,0,0,12,200,0,0,0,1,0,38,0
0,1,M,6,Y,2,1,N,2,2,1,0,2,5,600,0,1,0,1,0,27,0
Web,1,F,1,Y,1,1,N,,4,7,0,0,7,500,0,0,0,0,0,21,1
0,1,M,2,Y,1,0,N,0,0,1,0,0,0,1285,0,1,0,1,0,31,1
Paper,1,F,3,Y,1,1,N,11,1,2,0,0,1,248,0,0,0,0,0,63,0
Web,1,F,2,Y,1,1,N,9,5,1,0,0,10,760,0,0,0,0,0,53,0
0,1,M,1,Y,1,1,N,9,5,1,0,0,14,430,0,1,0,1,0,29,0
Web,1,F,5,Y,1,1,N,11,,1,0,0,15,380,0,0,0,0,0,58,0
Web,1,M,1,Y,1,1,N,,1,1,0,0,10,367,0,0,0,0,0,71,0
Web,1,M,2,Y,4,1,N,9,2,2,0,1,10,480,0,0,0,0,0,28,0
0,1,F,4,N,1,0,N,13,1,2,0,0,44,443,0,1,0,1,0,58,0
0,1,M,2,N,1,0,Y,9,2,1,0,3,38,596,0,1,0,1,0,38,0
Web,1,F,2,Y,1,1,N,9,,1,0,2,6,350,52,0,6000,0,0,50,0
0,1,F,4,Y,1,0,N,2,4,1,0,0,10,900,0,1,0,1,0,51,1
Web,1,F,2,Y,1,1,Y,9,2,2,0,2,10,500,0,0,0,0,0,35,0
0,1,F,1,Y,1,0,N,9,2,1,0,0,10,495,0,1,0,1,0,29,1
Web,1,M,2,Y,,1,Y,7,2,1,0,0,13,1200,0,0,0,0,0,30,0
0,1,M,2,N,1,0,N,0,0,1,0,4,2,350,0,1,0,1,0,62,1
Web,1,M,2,Y,1,1,N,,,1,0,1,20,612,0,0,0,0,0,54,0
Web,1,F,1,Y,1,1,N,9,2,2,0,0,10,375,0,0,0,0,0,53,0
Web,1,F,2,Y,1,1,N,,1,1,0,0,16,351,0,0,0,0,0,65,0
0,1,F,2,Y,1,0,Y,9,2,1,0,2,11,400,0,1,0,1,0,34,1
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,6,375,0,0,0,0,0,26,0
Web,1,M,2,Y,1,1,N,,,2,0,2,2,400,0,0,0,0,0,45,1
Web,1,F,2,N,1,1,Y,9,2,2,0,0,18,392.33,0,0,0,0,0,23,0
Web,2,F,2,N,1,1,N,9,2,1,0,0,1,895.49,0,0,0,0,0,35,1
Web,1,M,3,Y,1,1,N,9,1,1,0,0,2,350,0,0,0,0,0,69,0
Web,1,F,4,Y,1,1,N,11,,1,0,0,38,288,0,0,0,0,0,77,0
0,1,F,2,Y,5,0,Y,9,2,1,0,0,6,388,0,1,0,1,0,43,0
Web,1,M,6,N,4,1,Y,9,2,1,0,0,2,414,0,0,0,0,0,28,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,1,750,0,0,0,0,0,34,0
Web,2,F,1,Y,1,1,Y,9,5,1,0,0,47,350,0,0,0,0,0,46,1
Web,1,F,2,Y,1,1,N,9,5,1,0,1,10,422.34,0,0,0,0,0,34,1
Web,1,F,2,N,1,1,Y,9,2,1,0,2,8,87635,0,0,0,0,0,30,0
